Date,Close,Prediction
2020-12-10,18264.9921875,16105.731
2020-12-11,18058.904296875,15916.561
2020-12-12,18803.65625,15720.491
2020-12-13,19142.3828125,15705.284
2020-12-14,19246.64453125,15836.002
2020-12-15,19417.076171875,16025.089
2020-12-16,21310.59765625,16234.931
2020-12-17,22805.162109375,16769.256
2020-12-18,23137.9609375,17611.348
2020-12-19,23869.83203125,18468.016
2020-12-20,23477.294921875,19284.35
2020-12-21,22803.08203125,19820.701
2020-12-22,23783.029296875,19977.25
2020-12-23,23241.345703125,20111.508
2020-12-24,23735.94921875,20082.885
2020-12-25,24664.791015625,20076.098
2020-12-26,26437.037109375,20249.906
2020-12-27,26272.294921875,20800.818
2020-12-28,27084.80859375,21356.549
2020-12-29,27362.4375,21953.68
2020-12-30,28840.953125,22487.805
2020-12-31,29001.720703125,23163.398
2021-01-01,29374.15234375,23771.154
2021-01-02,32127.267578125,24280.945
2021-01-03,32782.0234375,25172.031
2021-01-04,31971.9140625,26139.36
2021-01-05,33992.4296875,26747.947
2021-01-06,36824.36328125,27462.678
2021-01-07,39371.04296875,28610.016
2021-01-08,40797.609375,30177.318
2021-01-09,40254.546875,31838.002
2021-01-10,38356.44140625,33019.734
2021-01-11,35566.65625,33302.543
2021-01-12,33922.9609375,32533.824
2021-01-13,37316.359375,31144.285
2021-01-14,39187.328125,30493.814
2021-01-15,36825.3671875,30658.797
2021-01-16,36178.140625,30650.758
2021-01-17,35791.27734375,30474.064
2021-01-18,36630.07421875,30208.86
2021-01-19,36069.8046875,30155.441
2021-01-20,35547.75,30099.467
2021-01-21,30825.69921875,29966.787
2021-01-22,33005.76171875,28888.006
2021-01-23,32067.642578125,28133.55
2021-01-24,32289.37890625,27490.684
2021-01-25,32366.392578125,27103.79
2021-01-26,32569.849609375,26943.19
2021-01-27,30432.546875,26972.916
2021-01-28,33466.09765625,26663.436
2021-01-29,34316.38671875,26909.19
2021-01-30,34269.5234375,27499.016
2021-01-31,33114.359375,28097.838
2021-02-01,33537.17578125,28334.041
2021-02-02,35510.2890625,28446.947
2021-02-03,37472.08984375,28866.543
2021-02-04,36926.06640625,29699.031
2021-02-05,38144.30859375,30388.07
2021-02-06,39266.01171875,31099.688
2021-02-07,38903.44140625,31865.781
2021-02-08,46196.46484375,32379.275
2021-02-09,46481.10546875,34162.24
2021-02-10,44918.18359375,36080.73
2021-02-11,47909.33203125,37259.68
2021-02-12,47504.8515625,38456.293
2021-02-13,47105.515625,39228.566
2021-02-14,48717.2890625,39509.87
2021-02-15,47945.05859375,39819.184
2021-02-16,49199.87109375,39852.547
2021-02-17,52149.0078125,40008.133
2021-02-18,51679.796875,40781.234
2021-02-19,55888.1328125,41499.855
2021-02-20,56099.51953125,42930.277
2021-02-21,57539.9453125,44327.31
2021-02-22,54207.3203125,45674.832
2021-02-23,48824.42578125,45911.992
2021-02-24,49705.33203125,44450.066
2021-02-25,47093.8515625,42842.93
2021-02-26,46339.76171875,40974.082
2021-02-27,46188.453125,39312.797
2021-02-28,45137.76953125,38132.816
2021-03-01,49631.2421875,37254.758
2021-03-02,48378.98828125,37715.105
2021-03-03,50538.2421875,38387.56
2021-03-04,48561.16796875,39512.586
2021-03-05,48927.3046875,40160.87
2021-03-06,48912.3828125,40562.215
2021-03-07,51206.69140625,40752.363
2021-03-08,52246.5234375,41283.88
2021-03-09,54824.1171875,42019.727
2021-03-10,56008.55078125,43195.625
2021-03-11,57805.12109375,44491.74
2021-03-12,57332.08984375,45882.254
2021-03-13,61243.0859375,46822.164
2021-03-14,59302.31640625,48161.176
2021-03-15,55907.19921875,48830.18
2021-03-16,56804.90234375,48271.26
2021-03-17,58870.89453125,47514.957
2021-03-18,57858.921875,47264.52
2021-03-19,58346.65234375,47025.375
2021-03-20,58313.64453125,46963.887
2021-03-21,57523.421875,46987.094
2021-03-22,54529.14453125,46880.258
2021-03-23,54738.9453125,46113.258
2021-03-24,52774.265625,45346.395
2021-03-25,51704.16015625,44352.37
2021-03-26,55137.3125,43313.773
2021-03-27,55973.51171875,43281.465
2021-03-28,55950.74609375,43859.65
2021-03-29,57750.19921875,44580.785
2021-03-30,58917.69140625,45607.527
2021-03-31,58918.83203125,46767.137
2021-04-01,59095.80859375,47689.688
2021-04-02,59384.3125,48308.457
2021-04-03,57603.890625,48678.8
2021-04-04,58758.5546875,48422.176
2021-04-05,59057.87890625,48199.617
2021-04-06,58192.359375,48068.574
2021-04-07,56048.9375,47794.934
2021-04-08,58323.953125,47057.168
2021-04-09,58245.00390625,46820.348
2021-04-10,59793.234375,46814.73
2021-04-11,60204.96484375,47259.67
2021-04-12,59893.453125,47875.93
2021-04-13,63503.45703125,48353.82
2021-04-14,63109.6953125,49458.453
2021-04-15,63314.01171875,50431.117
2021-04-16,61572.7890625,51146.8
2021-04-17,60683.8203125,51165.95
2021-04-18,56216.18359375,50678.906
2021-04-19,55724.265625,49094.156
2021-04-20,56473.03125,47365.004
2021-04-21,53906.08984375,46162.938
2021-04-22,51762.2734375,44924.812
2021-04-23,51093.65234375,43571.27
2021-04-24,50050.8671875,42418.074
2021-04-25,49004.25390625,41456.44
2021-04-26,54021.75390625,40642.418
2021-04-27,55033.1171875,41212.418
2021-04-28,54824.703125,42453.44
2021-04-29,53555.109375,43676.23
2021-04-30,57750.17578125,44349.242
2021-05-01,57828.05078125,45547.438
2021-05-02,56631.078125,46639.574
2021-05-03,57200.29296875,47129.465
2021-05-04,53333.5390625,47339.598
2021-05-05,57424.0078125,46482.01
2021-05-06,56396.515625,46273.047
2021-05-07,57356.40234375,46091.145
2021-05-08,58803.77734375,46169.242
2021-05-09,58232.31640625,46639.0
2021-05-10,55859.796875,47021.164
2021-05-11,56704.57421875,46760.625
2021-05-12,49150.53515625,46498.7
2021-05-13,49716.19140625,44644.88
2021-05-14,49880.53515625,42781.8
2021-05-15,46760.1875,41402.016
2021-05-16,46456.05859375,39915.176
2021-05-17,43537.51171875,38745.145
2021-05-18,42909.40234375,37419.965
2021-05-19,37002.44140625,36287.37
2021-05-20,40782.73828125,34327.266
2021-05-21,37304.69140625,33354.312
2021-05-22,37536.6328125,32315.479
2021-05-23,34770.58203125,31608.875
2021-05-24,38705.98046875,30677.697
2021-05-25,38402.22265625,30718.602
2021-05-26,39294.19921875,31102.77
2021-05-27,38436.96875,31757.863
2021-05-28,35697.60546875,32212.479
2021-05-29,34616.06640625,31920.852
2021-05-30,35678.12890625,31163.81
2021-05-31,37332.85546875,30588.111
2021-06-01,36684.92578125,30535.871
2021-06-02,37575.1796875,30569.31
2021-06-03,39208.765625,30817.162
2021-06-04,36894.40625,31428.887
2021-06-05,35551.95703125,31569.197
2021-06-06,35862.37890625,31210.172
2021-06-07,33560.70703125,30782.52
2021-06-08,33472.6328125,29941.52
2021-06-09,37345.12109375,29109.719
2021-06-10,36702.59765625,29256.047
2021-06-11,37334.3984375,29641.46
2021-06-12,35552.515625,30190.438
2021-06-13,39097.859375,30327.934
2021-06-14,40218.4765625,30998.545
2021-06-15,40406.26953125,31952.293
2021-06-16,38347.0625,32838.902
2021-06-17,38053.50390625,33055.38
2021-06-18,35787.24609375,32870.438
2021-06-19,35615.87109375,32069.363
2021-06-20,35698.296875,31153.56
2021-06-21,31676.693359375,30405.83
2021-06-22,32505.66015625,29082.438
2021-06-23,33723.02734375,28022.5
2021-06-24,34662.4375,27567.95
2021-06-25,31637.779296875,27678.52
2021-06-26,32186.27734375,27420.365
2021-06-27,34649.64453125,27217.102
2021-06-28,34434.3359375,27591.348
2021-06-29,35867.77734375,28086.1
2021-06-30,35040.8359375,28824.332
2021-07-01,33572.1171875,29328.658
2021-07-02,33897.046875,29320.299
2021-07-03,34668.546875,29156.498
2021-07-04,35287.78125,29101.662
2021-07-05,33746.00390625,29213.537
2021-07-06,34235.1953125,29045.643
2021-07-07,33855.328125,28898.496
2021-07-08,32877.37109375,28708.08
2021-07-09,33798.01171875,28344.363
2021-07-10,33520.51953125,28180.771
2021-07-11,34240.1875,28080.191
2021-07-12,33155.84765625,28181.668
2021-07-13,32702.025390625,28129.633
2021-07-14,32822.34765625,27944.193
2021-07-15,31780.73046875,27773.658
2021-07-16,31421.5390625,27439.89
2021-07-17,31533.068359375,27048.537
