Date,Close,Prediction
2021-05-17,13379.049805,13697.813
2021-05-18,13303.639648,13659.365
2021-05-19,13299.740234,13624.586
2021-05-20,13535.740234,13594.034
2021-05-21,13470.990234,13578.487
2021-05-24,13661.169922,13569.24
2021-05-25,13657.169922,13573.591
2021-05-26,13738.0,13585.372
2021-05-27,13736.280273,13605.137
2021-05-28,13748.740234,13628.593
2021-06-01,13736.480469,13653.864
2021-06-02,13756.330078,13678.43
2021-06-03,13614.509766,13702.303
2021-06-04,13814.490234,13717.909
2021-06-07,13881.719727,13737.392
2021-06-08,13924.910156,13760.402
2021-06-09,13911.75,13786.198
2021-06-10,14020.330078,13811.686
2021-06-11,14069.419922,13840.8125
2021-06-14,14174.139648,13872.501
2021-06-15,14072.860352,13908.838
2021-06-16,14039.679688,13941.096
2021-06-17,14161.349609,13968.223
2021-06-18,14030.379883,13996.512
2021-06-21,14141.480469,14017.384
2021-06-22,14253.269531,14038.397
2021-06-23,14271.730469,14062.928
2021-06-24,14369.709961,14088.689
2021-06-25,14360.389648,14118.387
2021-06-28,14500.509766,14148.1
2021-06-29,14528.330078,14182.875
2021-06-30,14503.950195,14219.539
2021-07-01,14522.379883,14254.291
2021-07-02,14639.330078,14287.086
2021-07-06,14663.639648,14322.24
2021-07-07,14665.05957,14357.469
2021-07-08,14559.780273,14390.885
2021-07-09,14701.919922,14416.61
2021-07-12,14733.240234,14443.387
2021-07-13,14677.650391,14469.928
2021-07-14,14644.950195,14492.238
2021-07-15,14543.129883,14509.622
2021-07-16,14427.240234,14518.551
2021-07-19,14274.980469,14517.053
2021-07-20,14498.879883,14502.813
2021-07-21,14631.950195,14492.448
2021-07-22,14684.599609,14489.614
2021-07-23,14836.990234,14493.282
2021-07-26,14840.709961,14507.577
2021-07-27,14570.27832,14527.056
