Date,Close,Prediction
2020-12-13,19142.3828125,17087.65
2020-12-14,19246.64453125,17216.553
2020-12-15,19417.076171875,17412.295
2020-12-16,21310.59765625,17636.084
2020-12-17,22805.162109375,18208.684
2020-12-18,23137.9609375,19113.908
2020-12-19,23869.83203125,20044.834
2020-12-20,23477.294921875,20943.09
2020-12-21,22803.08203125,21551.676
2020-12-22,23783.029296875,21760.164
2020-12-23,23241.345703125,21937.312
2020-12-24,23735.94921875,21930.463
2020-12-25,24664.791015625,21935.412
2020-12-26,26437.037109375,22120.572
2020-12-27,26272.294921875,22698.016
2020-12-28,27084.80859375,23282.693
2020-12-29,27362.4375,23918.838
2020-12-30,28840.953125,24495.264
2020-12-31,29001.720703125,25225.318
2021-01-01,29374.15234375,25886.914
2021-01-02,32127.267578125,26449.406
2021-01-03,32782.0234375,27412.422
2021-01-04,31971.9140625,28453.818
2021-01-05,33992.4296875,29125.395
2021-01-06,36824.36328125,29913.184
2021-01-07,39371.04296875,31148.715
2021-01-08,40797.609375,32818.656
2021-01-09,40254.546875,34589.09
2021-01-10,38356.44140625,35873.31
2021-01-11,35566.65625,36239.926
2021-01-12,33922.9609375,35519.43
2021-01-13,37316.359375,34132.293
2021-01-14,39187.328125,33465.664
2021-01-15,36825.3671875,33597.42
2021-01-16,36178.140625,33530.74
2021-01-17,35791.27734375,33298.562
2021-01-18,36630.07421875,32982.793
2021-01-19,36069.8046875,32892.816
2021-01-20,35547.75,32804.43
2021-01-21,30825.69921875,32645.482
2021-01-22,33005.76171875,31509.58
2021-01-23,32067.642578125,30712.807
2021-01-24,32289.37890625,30015.314
2021-01-25,32366.392578125,29578.916
2021-01-26,32569.849609375,29379.092
2021-01-27,30432.546875,29385.312
2021-01-28,33466.09765625,29048.174
2021-01-29,34316.38671875,29302.594
2021-01-30,34269.5234375,29919.639
2021-01-31,33114.359375,30557.773
2021-02-01,33537.17578125,30832.236
2021-02-02,35510.2890625,30987.96
2021-02-03,37472.08984375,31461.537
2021-02-04,36926.06640625,32358.889
2021-02-05,38144.30859375,33105.508
2021-02-06,39266.01171875,33883.258
2021-02-07,38903.44140625,34719.336
2021-02-08,46196.46484375,35293.254
2021-02-09,46481.10546875,37186.086
2021-02-10,44918.18359375,39201.555
2021-02-11,47909.33203125,40470.047
2021-02-12,47504.8515625,41782.81
2021-02-13,47105.515625,42656.5
2021-02-14,48717.2890625,43025.652
2021-02-15,47945.05859375,43413.996
2021-02-16,49199.87109375,43493.836
2021-02-17,52149.0078125,43681.64
2021-02-18,51679.796875,44481.535
2021-02-19,55888.1328125,45206.88
2021-02-20,56099.51953125,46669.836
2021-02-21,57539.9453125,48096.977
2021-02-22,54207.3203125,49497.305
2021-02-23,48824.42578125,49786.83
2021-02-24,49705.33203125,48373.887
2021-02-25,47093.8515625,46807.33
2021-02-26,46339.76171875,44904.668
2021-02-27,46188.453125,43151.633
2021-02-28,45137.76953125,41838.6
2021-03-01,49631.2421875,40805.62
2021-03-02,48378.98828125,41152.4
2021-03-03,50538.2421875,41727.707
2021-03-04,48561.16796875,42817.613
2021-03-05,48927.3046875,43461.297
2021-03-06,48912.3828125,43903.035
2021-03-07,51206.69140625,44154.598
2021-03-08,52246.5234375,44766.97
2021-03-09,54824.1171875,45582.152
2021-03-10,56008.55078125,46846.773
2021-03-11,57805.12109375,48231.133
2021-03-12,57332.08984375,49719.67
2021-03-13,61243.0859375,50756.28
2021-03-14,59302.31640625,52213.69
2021-03-15,55907.19921875,52976.49
2021-03-16,56804.90234375,52504.46
2021-03-17,58870.89453125,51830.855
2021-03-18,57858.921875,51623.184
2021-03-19,58346.65234375,51371.055
2021-03-20,58313.64453125,51274.74
2021-03-21,57523.421875,51248.55
2021-03-22,54529.14453125,51087.29
2021-03-23,54738.9453125,50260.656
2021-03-24,52774.265625,49444.297
2021-03-25,51704.16015625,48383.03
2021-03-26,55137.3125,47267.44
2021-03-27,55973.51171875,47170.805
2021-03-28,55950.74609375,47684.336
2021-03-29,57750.19921875,48361.234
2021-03-30,58917.69140625,49386.164
2021-03-31,58918.83203125,50577.117
2021-04-01,59095.80859375,51557.668
2021-04-02,59384.3125,52259.938
2021-04-03,57603.890625,52726.777
2021-04-04,58758.5546875,52557.883
2021-04-05,59057.87890625,52418.34
2021-04-06,58192.359375,52339.723
2021-04-07,56048.9375,52086.773
2021-04-08,58323.953125,51342.906
2021-04-09,58245.00390625,51094.88
2021-04-10,59793.234375,51050.91
2021-04-11,60204.96484375,51457.555
2021-04-12,59893.453125,52039.016
2021-04-13,63503.45703125,52497.242
2021-04-14,63109.6953125,53617.156
2021-04-15,63314.01171875,54608.793
2021-04-16,61572.7890625,55368.973
2021-04-17,60683.8203125,55447.254
2021-04-18,56216.18359375,55029.72
2021-04-19,55724.265625,53488.48
2021-04-20,56473.03125,51775.402
2021-04-21,53906.08984375,50534.824
2021-04-22,51762.2734375,49195.598
2021-04-23,51093.65234375,47711.355
2021-04-24,50050.8671875,46417.48
2021-04-25,49004.25390625,45310.53
2021-04-26,54021.75390625,44359.023
2021-04-27,55033.1171875,44844.527
2021-04-28,54824.703125,46028.62
2021-04-29,53555.109375,47236.895
2021-04-30,57750.17578125,47939.824
2021-05-01,57828.05078125,49229.594
2021-05-02,56631.078125,50419.824
2021-05-03,57200.29296875,51015.9
2021-05-04,53333.5390625,51343.836
2021-05-05,57424.0078125,50575.13
2021-05-06,56396.515625,50454.88
2021-05-07,57356.40234375,50302.76
2021-05-08,58803.77734375,50387.258
2021-05-09,58232.31640625,50849.12
2021-05-10,55859.796875,51211.2
2021-05-11,56704.57421875,50929.043
2021-05-12,49150.53515625,50660.91
2021-05-13,49716.19140625,48760.207
2021-05-14,49880.53515625,46848.816
2021-05-15,46760.1875,45377.965
2021-05-16,46456.05859375,43750.87
2021-05-17,43537.51171875,42432.867
2021-05-18,42909.40234375,40945.137
2021-05-19,37002.44140625,39663.043
