Date,Prediction,Close
2020-12-13,18676.234566679123,19142.3828125
2020-12-14,19129.9251439079,19246.64453125
2020-12-15,19242.61764515621,19417.076171875
2020-12-16,19370.55545944066,21310.59765625
2020-12-17,20860.64096663511,22805.162109375
2020-12-18,22259.86025294786,23137.9609375
2020-12-19,23106.978114449725,23869.83203125
2020-12-20,23671.044775357517,23477.294921875
2020-12-21,23507.123527720476,22803.08203125
2020-12-22,22973.171649245345,23783.029296875
2020-12-23,23669.385093506928,23241.345703125
2020-12-24,23292.028483218524,23735.94921875
2020-12-25,23702.082283313837,24664.791015625
2020-12-26,24413.977546969098,26437.037109375
2020-12-27,25951.724077409897,26272.294921875
2020-12-28,26338.229229104225,27084.80859375
2020-12-29,26925.410510757993,27362.4375
2020-12-30,27333.396150853157,28840.953125
2020-12-31,28494.204737310778,29001.720703125
2021-01-01,28987.858082606457,29374.15234375
2021-01-02,29276.39561239043,32127.267578125
2021-01-03,31463.02737784022,32782.0234375
2021-01-04,32708.133249558716,31971.9140625
2021-01-05,32084.012968293766,33992.4296875
2021-01-06,33709.737784866775,36824.36328125
2021-01-07,36061.60007807162,39371.04296875
2021-01-08,38525.425125100766,40797.609375
2021-01-09,40701.26513961176,40254.546875
2021-01-10,40329.30466622338,38356.44140625
2021-01-11,38954.1131918145,35566.65625
2021-01-12,36266.30762295221,33922.9609375
2021-01-13,34065.564311690294,37316.359375
2021-01-14,36828.10038325708,39187.328125
2021-01-15,38964.16707511187,36825.3671875
2021-01-16,37159.95116810648,36178.140625
2021-01-17,36214.28553280111,35791.27734375
2021-01-18,35828.55908926328,36630.07421875
2021-01-19,36508.10511879206,36069.8046875
2021-01-20,36120.72175628579,35547.75
2021-01-21,35594.080813557564,30825.69921875
2021-01-22,32324.18794127708,33005.76171875
2021-01-23,32931.94085784377,32067.642578125
2021-01-24,32191.82224418534,32289.37890625
2021-01-25,32293.88615832807,32366.392578125
2021-01-26,32358.813501997978,32569.849609375
2021-01-27,32515.990192484685,30432.546875
2021-01-28,31055.72367557916,33466.09765625
2021-01-29,33039.748421067445,34316.38671875
2021-01-30,34200.13733005201,34269.5234375
2021-01-31,34292.27450414936,33114.359375
2021-02-01,33462.27215070056,33537.17578125
2021-02-02,33511.37693369804,35510.2890625
2021-02-03,35059.89281833971,37472.08984375
2021-02-04,36889.411423841004,36926.06640625
2021-02-05,36970.82692255224,38144.30859375
2021-02-06,37960.284642358056,39266.01171875
2021-02-07,38883.34595748453,38903.44140625
2021-02-08,38941.03690384356,46196.46484375
2021-02-09,44573.66513959267,46481.10546875
2021-02-10,46331.94626524519,44918.18359375
2021-02-11,45361.288924159744,47909.33203125
2021-02-12,47486.73413933655,47504.8515625
2021-02-13,47547.47330748875,47105.515625
2021-02-14,47141.08560522734,48717.2890625
2021-02-15,48421.654380494474,47945.05859375
2021-02-16,48015.84263163299,49199.87109375
2021-02-17,49044.06176760678,52149.0078125
2021-02-18,51346.38516190328,51679.796875
2021-02-19,51720.936388512855,55888.1328125
2021-02-20,54988.76449304013,56099.51953125
2021-02-21,55990.360627990136,57539.9453125
2021-02-22,57203.23376048711,54207.3203125
2021-02-23,54909.113525690154,48824.42578125
2021-02-24,50231.89722766108,49705.33203125
2021-02-25,49822.053437641436,47093.8515625
2021-02-26,47714.66964489819,46339.76171875
2021-02-27,46318.48908258432,46188.453125
2021-02-28,46242.51597453468,45137.76953125
2021-03-01,45467.6837067082,49631.2421875
2021-03-02,48821.82372654318,48378.98828125
2021-03-03,48509.81164708305,50538.2421875
2021-03-04,50228.51789742489,48561.16796875
2021-03-05,48847.211213538394,48927.3046875
2021-03-06,48941.68927371053,48912.3828125
2021-03-07,48919.52708887319,51206.69140625
2021-03-08,50683.904663425754,52246.5234375
2021-03-09,52220.58278131482,54824.1171875
2021-03-10,54146.03133021589,56008.55078125
2021-03-11,55951.769307517585,57805.12109375
2021-03-12,57317.81487512333,57332.08984375
2021-03-13,57367.36385466156,61243.0859375
2021-03-14,60413.02491145262,59302.31640625
2021-03-15,59541.668600315534,55907.19921875
2021-03-16,56764.02984988888,56804.90234375
2021-03-17,56780.62576260936,58870.89453125
2021-03-18,58315.78822964394,57858.921875
2021-03-19,57976.53932202605,58346.65234375
2021-03-20,58354.76897807914,58313.64453125
2021-03-21,58326.708491954945,57523.421875
2021-03-22,57764.70784869346,54529.14453125
2021-03-23,55476.757562279985,54738.9453125
2021-03-24,54905.37498310079,52774.265625
2021-03-25,53342.941615158925,51704.16015625
2021-03-26,51766.37189377638,55137.3125
2021-03-27,54577.43472619565,55973.51171875
2021-03-28,55873.46493511286,55950.74609375
2021-03-29,55955.58830517216,57750.19921875
2021-03-30,57341.470999075864,58917.69140625
2021-03-31,58812.310203850386,58918.83203125
2021-04-01,58888.08313748924,59095.80859375
2021-04-02,59056.59106220099,59384.3125
2021-04-03,59307.95618619967,57603.890625
2021-04-04,58100.17757409013,58758.5546875
2021-04-05,58708.12093685086,59057.87890625
2021-04-06,59011.93177701288,58192.359375
2021-04-07,58399.1141155159,56048.9375
2021-04-08,56758.87538453795,58323.953125
2021-04-09,58054.7136406241,58245.00390625
2021-04-10,58260.506717864286,59793.234375
2021-04-11,59446.206426515826,60204.96484375
2021-04-12,60166.50678899717,59893.453125
2021-04-13,59927.25200546417,63503.45703125
2021-04-14,62718.379371666684,63109.6953125
2021-04-15,63133.468886842136,63314.01171875
2021-04-16,63309.43524076018,61572.7890625
2021-04-17,62073.35804041105,60683.8203125
2021-04-18,60792.32859989004,56216.18359375
2021-04-19,57645.024495317186,55724.265625
2021-04-20,56002.11167407275,56473.03125
2021-04-21,56374.2274927436,53906.08984375
2021-04-22,54562.09859834058,51762.2734375
2021-04-23,51947.14954477957,51093.65234375
2021-04-24,51123.471509852614,50050.8671875
2021-04-25,50323.48788444217,49004.25390625
2021-04-26,49087.28133480165,54021.75390625
2021-04-27,53033.9631840235,55033.1171875
2021-04-28,54972.20929179592,54824.703125
2021-04-29,54842.2683862279,53555.109375
2021-04-30,53961.98296451085,57750.17578125
2021-05-01,57031.76623621426,57828.05078125
2021-05-02,57784.62451196394,56631.078125
2021-05-03,56997.648092579526,57200.29296875
2021-05-04,57212.958060987265,53333.5390625
2021-05-05,54447.4608428032,57424.0078125
2021-05-06,56877.00916699288,56396.515625
2021-05-07,56519.512008467056,57356.40234375
2021-05-08,57282.5636648289,58803.77734375
2021-05-09,58427.41100146453,58232.31640625
2021-05-10,58316.48108032019,55859.796875
2021-05-11,56620.3075974936,56704.57421875
2021-05-12,56681.019677134325,49150.53515625
2021-05-13,51329.975311020986,49716.19140625
2021-05-14,50102.22753875558,49880.53515625
2021-05-15,49864.31219800414,46760.1875
2021-05-16,47693.187549645336,46456.05859375
2021-05-17,46625.10254475006,43537.51171875
2021-05-18,44461.379454741334,42909.40234375
2021-05-19,42897.624787721965,37002.44140625
2021-05-20,38831.39613016218,40782.73828125
2021-05-21,40648.456135636145,37304.69140625
2021-05-22,37790.77832296249,37536.6328125
2021-05-23,37640.43822556013,34770.58203125
2021-05-24,35582.71443431099,38705.98046875
2021-05-25,38173.96714801464,38402.22265625
2021-05-26,38541.694884740806,39294.19921875
2021-05-27,39150.411002203145,38436.96875
2021-05-28,38558.63471405289,35697.60546875
2021-05-29,36565.60861443112,34616.06640625
2021-05-30,34728.51669020199,35678.12890625
2021-05-31,35570.38978459042,37332.85546875
2021-06-01,36885.99694431895,36684.92578125
2021-06-02,36787.4661857342,37575.1796875
2021-06-03,37445.724611032594,39208.765625
2021-06-04,38767.526967510516,36894.40625
2021-06-05,37283.269883935856,35551.95703125
2021-06-06,35667.130370452134,35862.37890625
2021-06-07,35880.19219094408,33560.70703125
2021-06-08,34214.69063688669,33472.6328125
2021-06-09,33514.95789871172,37345.12109375
2021-06-10,36496.25862983639,36702.59765625
2021-06-11,36771.736789730465,37334.3984375
2021-06-12,37270.50617031853,35552.515625
2021-06-13,35967.804717195744,39097.859375
2021-06-14,38609.06459133413,40218.4765625
2021-06-15,40166.21637371261,40406.26953125
2021-06-16,40395.44592828205,38347.0625
2021-06-17,38956.666909622836,38053.50390625
2021-06-18,38101.136699531366,35787.24609375
2021-06-19,36495.12961680143,35615.87109375
2021-06-20,35719.065692087475,35698.296875
2021-06-21,35699.91979770562,31676.693359375
2021-06-22,32900.378221137275,32505.66015625
2021-06-23,32620.630502214226,33723.02734375
2021-06-24,33406.79045624861,34662.4375
2021-06-25,34314.049489151475,31637.779296875
2021-06-26,32377.99145143623,32186.27734375
2021-06-27,32215.16597133536,34649.64453125
2021-06-28,34094.473287453446,34434.3359375
2021-06-29,34534.818992824665,35867.77734375
2021-06-30,35567.932118771314,35040.8359375
2021-07-01,35124.92818016075,33572.1171875
2021-07-02,33942.875234670384,33897.046875
2021-07-03,33925.518986651536,34668.546875
2021-07-04,34468.11256176406,35287.78125
2021-07-05,35053.68609484589,33746.00390625
2021-07-06,34084.77599836033,34235.1953125
2021-07-07,34216.63305397007,33855.328125
2021-07-08,33904.782114742164,32877.37109375
2021-07-09,33192.084850898245,33798.01171875
2021-07-10,33722.883459960525,33520.51953125
2021-07-11,33538.71246672188,34240.1875
2021-07-12,34135.264256643044,33155.84765625
2021-07-13,33356.09897089919,32702.025390625
2021-07-14,32745.033778008587,32822.34765625
2021-07-15,32816.131249235725,31780.73046875
2021-07-16,32087.24447193751,31421.5390625
2021-07-17,31433.72917676806,31533.068359375
2021-07-18,31530.29221667408,31796.810546875
2021-07-19,31726.013092575075,30817.83203125
2021-07-20,31067.439565057797,29807.34765625
2021-07-21,29902.7256030996,32110.693359375
2021-07-22,31799.599996445937,32313.10546875
2021-07-23,32313.3114426998,33581.55078125
2021-07-24,33266.66951404867,34292.4453125
2021-07-25,34244.35660319882,35350.1875
2021-07-26,35067.97706988528,37337.53515625
2021-07-27,36793.161925570275,39406.94140625
2021-07-28,38790.696083034745,39995.90625
2021-07-29,39913.12911336123,40008.421875
2021-07-30,40003.23806265441,42235.546875
2021-07-31,41724.978408864925,41626.1953125
2021-08-01,41684.05539850958,39974.89453125
2021-08-02,40515.967831304195,39201.9453125
2021-08-03,39288.72475752613,38152.98046875
2021-08-04,38267.81890645788,39747.50390625
2021-08-05,39543.146266657124,40869.5546875
2021-08-06,40736.39869188223,42816.5
2021-08-07,42300.93597969766,44555.80078125
2021-08-08,43978.3525020778,43798.1171875
2021-08-09,43866.70816990273,46365.40234375
2021-08-10,45921.262839087816,45585.03125
2021-08-11,45639.88783413338,45593.63671875
2021-08-12,45639.60331173899,44428.2890625
2021-08-13,44779.16260092316,47793.3203125
2021-08-14,47273.20351780226,47096.9453125
2021-08-15,47148.35425329426,47047.00390625
2021-08-16,47073.140870345764,46004.484375
2021-08-17,46319.5093803322,44695.359375
2021-08-18,44844.08489587083,44801.1875
2021-08-19,44866.034358999765,46717.578125
2021-08-20,46268.303500036964,49339.17578125
2021-08-21,48660.552293172215,48905.4921875
2021-08-22,48935.00719667688,49321.65234375
2021-08-23,49284.2797217715,49546.1484375
2021-08-24,49516.476244866695,47706.1171875
2021-08-25,48245.292639722946,48960.7890625
2021-08-26,48868.692123978326,46942.21875
2021-08-27,47293.554172309516,49058.66796875
2021-08-28,48769.374778461,48902.40234375
2021-08-29,48973.708561612075,48829.83203125
2021-08-30,48838.41613767702,47054.984375
2021-08-31,47589.61127216799,47166.6875
2021-09-01,47231.59589753806,48847.02734375
2021-09-02,48463.11539747256,49327.72265625
2021-09-03,49272.91458835628,50025.375
2021-09-04,49835.237395594195,49944.625
2021-09-05,49951.7871033999,51753.41015625
2021-09-06,51361.76857041044,52633.53515625
2021-09-07,52578.5232799652,46811.12890625
2021-09-08,48446.836157385755,46091.390625
2021-09-09,46219.251950189355,46391.421875
2021-09-10,46385.30812272851,44883.91015625
2021-09-11,45292.46987381574,45201.45703125
2021-09-12,45237.875701259945,46063.26953125
2021-09-13,45840.38683332161,44963.07421875
2021-09-14,45123.02065584048,47092.4921875
2021-09-15,46821.57603081847,48176.34765625
2021-09-16,48064.25378109581,47783.359375
2021-09-17,47821.05482322791,47267.51953125
2021-09-18,47327.927411190234,48278.36328125
2021-09-19,48141.62022275613,47260.21875
2021-09-20,47425.24825698066,42843.80078125
2021-09-21,44255.32641205529,40693.67578125
2021-09-22,40952.704065226906,43574.5078125
2021-09-23,43200.22309912508,44895.09765625
2021-09-24,44843.702945790705,42839.75
2021-09-25,43181.01569424327,42716.59375
2021-09-26,42790.516780495156,43208.5390625
2021-09-27,43119.8530872442,42235.73046875
2021-09-28,42417.67985619363,41034.54296875
2021-09-29,41169.3177739384,41564.36328125
2021-09-30,41554.92269690499,43790.89453125
2021-10-01,43280.46175687692,48116.94140625
2021-10-02,46932.73608266452,47711.48828125
2021-10-03,47902.33012632932,48199.953125
2021-10-04,48142.710550006566,49112.90234375
2021-10-05,48866.36463750724,51514.8125
2021-10-06,50884.33832454136,55361.44921875
2021-10-07,54306.5460988418,53805.984375
2021-10-08,53959.68301056132,53967.84765625
2021-10-09,54015.78293045162,54968.22265625
2021-10-10,54732.399889112756,54771.578125
2021-10-11,54780.72135490408,57484.7890625
2021-10-12,56907.23695969478,56041.05859375
2021-10-13,56159.9577990932,57401.09765625
2021-10-14,57277.532258097366,57321.5234375
2021-10-15,57356.523583973045,61593.94921875
2021-10-16,60626.559404741995,60892.1796875
2021-10-17,60964.38304365275,61553.6171875
2021-10-18,61495.24303108884,62026.078125
2021-10-19,61968.9312306492,64261.9921875
2021-10-20,63751.90557286167,65992.8359375
2021-10-21,65361.220554543026,62210.171875
2021-10-22,62976.95521552191,60692.265625
2021-10-23,60841.926080791876,61393.6171875
2021-10-24,61369.509230653355,60930.8359375
2021-10-25,60969.68281158721,63039.82421875
2021-10-26,62582.64353223962,60363.79296875
2021-10-27,60764.038409260225,58482.38671875
2021-10-28,58681.1041285339,60622.13671875
2021-10-29,60360.849808943276,62227.96484375
2021-10-30,61641.884277250094,61888.83203125
2021-10-31,61927.37682055978,61318.95703125
2021-11-01,61462.649473397185,61004.40625
2021-11-02,61022.1148738996,63226.40234375
2021-11-03,62776.379938941405,62970.046875
2021-11-04,62992.39915901937,61452.23046875
2021-11-05,61948.973748835575,61125.67578125
2021-11-06,61122.65546403839,61527.48046875
2021-11-07,61479.533363638075,63326.98828125
2021-11-08,62915.51964364659,67566.828125
2021-11-09,66413.04348828093,66971.828125
2021-11-10,67044.39561443827,64995.23046875
2021-11-11,65633.21534336635,64949.9609375
2021-11-12,64988.64564859497,64155.94140625
2021-11-13,64399.27511860037,64469.52734375
2021-11-14,64445.19108113911,65466.83984375
