Date,Close,Prediction
2020-12-13,19142.3828125,17353.01
2020-12-14,19246.64453125,17841.86
2020-12-15,19417.076171875,18406.28
2020-12-16,21310.59765625,17821.576
2020-12-17,22805.162109375,20033.66
2020-12-18,23137.9609375,20788.885
2020-12-19,23869.83203125,21648.59
2020-12-20,23477.294921875,22596.035
2020-12-21,22803.08203125,22479.137
2020-12-22,23783.029296875,22465.209
2020-12-23,23241.345703125,21868.084
2020-12-24,23735.94921875,23013.225
2020-12-25,24664.791015625,23228.379
2020-12-26,26437.037109375,23762.822
2020-12-27,26272.294921875,24471.975
2020-12-28,27084.80859375,24575.96
2020-12-29,27362.4375,24873.158
2020-12-30,28840.953125,25547.299
2020-12-31,29001.720703125,26448.805
2021-01-01,29374.15234375,26857.834
2021-01-02,32127.267578125,27270.041
2021-01-03,32782.0234375,29490.422
2021-01-04,31971.9140625,30293.846
2021-01-05,33992.4296875,30799.287
2021-01-06,36824.36328125,30643.463
2021-01-07,39371.04296875,32655.594
2021-01-08,40797.609375,35185.22
2021-01-09,40254.546875,35440.863
2021-01-10,38356.44140625,36684.797
2021-01-11,35566.65625,36124.977
2021-01-12,33922.9609375,34175.098
2021-01-13,37316.359375,31873.37
2021-01-14,39187.328125,32965.105
2021-01-15,36825.3671875,35244.594
2021-01-16,36178.140625,35094.31
2021-01-17,35791.27734375,33853.773
2021-01-18,36630.07421875,33196.055
2021-01-19,36069.8046875,33350.457
2021-01-20,35547.75,31777.29
2021-01-21,30825.69921875,31751.467
2021-01-22,33005.76171875,30508.467
2021-01-23,32067.642578125,29497.174
2021-01-24,32289.37890625,29826.45
2021-01-25,32366.392578125,30060.264
2021-01-26,32569.849609375,30402.035
2021-01-27,30432.546875,30106.146
2021-01-28,33466.09765625,29843.521
2021-01-29,34316.38671875,26991.363
2021-01-30,34269.5234375,30257.871
2021-01-31,33114.359375,31240.992
2021-02-01,33537.17578125,31053.484
2021-02-02,35510.2890625,30713.602
2021-02-03,37472.08984375,31945.701
2021-02-04,36926.06640625,32852.527
2021-02-05,38144.30859375,33687.24
2021-02-06,39266.01171875,34757.156
2021-02-07,38903.44140625,34400.56
2021-02-08,46196.46484375,35971.426
2021-02-09,46481.10546875,37738.348
2021-02-10,44918.18359375,40887.53
2021-02-11,47909.33203125,40603.99
2021-02-12,47504.8515625,40307.84
2021-02-13,47105.515625,41444.008
2021-02-14,48717.2890625,41958.08
2021-02-15,47945.05859375,40999.46
2021-02-16,49199.87109375,43181.71
2021-02-17,52149.0078125,43140.992
2021-02-18,51679.796875,43561.273
2021-02-19,55888.1328125,45285.32
2021-02-20,56099.51953125,46339.266
2021-02-21,57539.9453125,47836.07
2021-02-22,54207.3203125,47288.684
2021-02-23,48824.42578125,46714.48
2021-02-24,49705.33203125,42901.77
2021-02-25,47093.8515625,43558.17
2021-02-26,46339.76171875,41689.324
2021-02-27,46188.453125,41154.637
2021-02-28,45137.76953125,40535.844
2021-03-01,49631.2421875,41874.38
2021-03-02,48378.98828125,42710.395
2021-03-03,50538.2421875,41770.99
2021-03-04,48561.16796875,43019.113
2021-03-05,48927.3046875,41638.746
2021-03-06,48912.3828125,42967.64
2021-03-07,51206.69140625,41079.816
2021-03-08,52246.5234375,42453.285
2021-03-09,54824.1171875,44961.656
2021-03-10,56008.55078125,46152.793
2021-03-11,57805.12109375,48773.438
2021-03-12,57332.08984375,47241.152
2021-03-13,61243.0859375,49216.53
2021-03-14,59302.31640625,49143.15
2021-03-15,55907.19921875,50300.414
2021-03-16,56804.90234375,47461.125
2021-03-17,58870.89453125,46934.82
2021-03-18,57858.921875,49349.312
2021-03-19,58346.65234375,48738.258
2021-03-20,58313.64453125,48532.695
2021-03-21,57523.421875,48834.15
2021-03-22,54529.14453125,49580.4
2021-03-23,54738.9453125,46484.375
2021-03-24,52774.265625,45543.68
2021-03-25,51704.16015625,45787.01
2021-03-26,55137.3125,44811.625
2021-03-27,55973.51171875,45102.54
2021-03-28,55950.74609375,47225.312
2021-03-29,57750.19921875,47642.24
2021-03-30,58917.69140625,47872.492
2021-03-31,58918.83203125,49502.277
2021-04-01,59095.80859375,48616.637
2021-04-02,59384.3125,48264.42
2021-04-03,57603.890625,49474.67
2021-04-04,58758.5546875,49221.598
2021-04-05,59057.87890625,48376.21
2021-04-06,58192.359375,48918.08
2021-04-07,56048.9375,49586.324
2021-04-08,58323.953125,48077.63
2021-04-09,58245.00390625,48306.41
2021-04-10,59793.234375,48824.99
2021-04-11,60204.96484375,48598.33
2021-04-12,59893.453125,50028.613
2021-04-13,63503.45703125,50054.375
2021-04-14,63109.6953125,51388.27
2021-04-15,63314.01171875,51124.2
2021-04-16,61572.7890625,51722.36
2021-04-17,60683.8203125,50750.15
2021-04-18,56216.18359375,50444.9
2021-04-19,55724.265625,48376.56
2021-04-20,56473.03125,46041.188
2021-04-21,53906.08984375,48019.51
2021-04-22,51762.2734375,46855.99
2021-04-23,51093.65234375,45674.293
2021-04-24,50050.8671875,43472.23
2021-04-25,49004.25390625,44677.617
2021-04-26,54021.75390625,42206.848
2021-04-27,55033.1171875,43827.902
2021-04-28,54824.703125,46726.98
2021-04-29,53555.109375,46188.918
2021-04-30,57750.17578125,45835.02
2021-05-01,57828.05078125,46671.914
2021-05-02,56631.078125,49293.156
2021-05-03,57200.29296875,46366.34
2021-05-04,53333.5390625,48274.55
2021-05-05,57424.0078125,46806.766
2021-05-06,56396.515625,47495.664
2021-05-07,57356.40234375,47151.203
2021-05-08,58803.77734375,48454.363
2021-05-09,58232.31640625,49497.195
2021-05-10,55859.796875,48975.695
2021-05-11,56704.57421875,48351.082
2021-05-12,49150.53515625,45271.727
2021-05-13,49716.19140625,45778.8
2021-05-14,49880.53515625,41495.17
2021-05-15,46760.1875,43407.008
